id,nome_completo,cpf,identidade,sexo,data_nascimento,idade,email,telefone_principal,telefone_secundario,pais,estado,cidade,cep,endereco,numero,complemento,bairro,data_cadastro,status,tipo_cliente,ultima_compra,valor_total_compras,categoria_favorita,newsletter
181,Carolyn Seabrook,664.442.780-40,79.109.839-5,F,30/08/1958,67,carolyn.seabrook@bol.com.br,515.230.6727,,Paraguai,,New Kristafurt,73355,Laura Curve,4300,Apto 101,bury,30/11/2020,Inativo,Novo,04/10/2023,41803.07,Eletrônicos,Não
182,Ronald Wilk,973.249.652-50,21.620.942-0,M,14/03/1993,32,ronald.wilk@gmail.com,(71) 94073-8955,(11) 95722-2682,Brasil,PR,Londrina,47881-097,Jardim de Abreu,8586,,Nova Cachoeirinha,16/05/2015,Pendente,VIP,15/04/2025,8232.98,Esportes,Não
183,Janet Davis,662.313.288-00,33.342.252-0,F,19/08/1972,53,janet.davis@hotmail.com,(31) 99820-5329,(81) 91307-0744,Brasil,MT,Várzea Grande,00772-747,Setor Beatriz Araújo,5729,Apto 101,Vila Tirol,16/07/2018,Inativo,Regular,18/09/2025,38651.94,Eletrônicos,Não
184,Debra Saunders,192.899.605-10,66.781.574-7,F,21/04/1969,56,debra.saunders@gmail.com,(61) 98574-3846,(21) 96570-0528,Brasil,SP,Campinas,12758883,Lago Nathan Câmara,5551,Bloco B,Vila Jardim Montanhes,08/12/2010,Pendente,Premium,23/09/2025,42597.04,Livros,Não
185,Trudy Conner,134.701.761-50,37.640.376-5,F,07/10/1945,79,trudy.conner@outlook.com,(71) 93695-5477,(91) 92508-9957,Brasil,PE,Olinda,95006810,Vale de Correia,177,Apto 101,Jardinópolis,03/11/2017,Inativo,Premium,07/04/2024,12023.71,Esportes,Não
186,Gary Sheppard,912.731.074-40,05.738.615-8,M,24/04/1957,68,gary.sheppard@bol.com.br,(21) 97455-6886,(61) 93979-4691,Brasil,RR,Rorainópolis,14879-138,Condomínio de Freitas,6401,Bloco B,Primeiro De Maio,03/09/2009,Inativo,Regular,12/09/2025,18183.85,Livros,Sim
187,Eleanor Chavez,785.893.203-90,35.349.878-8,F,07/11/1994,30,eleanor.chavez@bol.com.br,(81) 92211-9494,(21) 98245-4882,Brasil,PI,Parnaíba,91464-767,Alameda Borges,451,Sala 303,Vale Do Jatoba,02/11/2023,Inativo,VIP,25/01/2024,24352.17,Eletrônicos,Não
188,Jerry Lewis,036.827.746-10,67.422.501-0,M,21/10/1983,41,jerry.lewis@bol.com.br,(418)807-7938x16893,765.952.5199x2986,Argentina,,Wilsonmouth,15706,Terrell Island,1524,Sala 303,bury,23/12/2022,Pendente,VIP,22/02/2024,14494.73,Eletrônicos,Sim
189,Wanda Gamez,475.173.784-80,07.704.550-1,F,02/05/1949,76,wanda.gamez@yahoo.com.br,(91) 94673-7860,(11) 98140-2076,Brasil,ES,Cariacica,42266-810,Viaduto Vicente Nascimento,3698,Apto 101,Ambrosina,02/08/1990,Inativo,Novo,24/10/2023,2728.84,Casa,Não
190,Richard Boling,644.708.933-70,87.871.604-2,M,24/06/1968,57,richard.boling@gmail.com,(11) 92166-3572,+1-209-601-4464,Brasil,CE,Fortaleza,76009-155,Rua de Pimenta,5384,Apto 101,Maria Virgínia,25/08/2023,Inativo,Premium,09/09/2024,28771.93,Casa,Sim
191,Pedro Reyes,178.045.139-30,98.872.221-1,M,13/12/1958,66,pedro.reyes@yahoo.com.br,(51) 97681-9013,(21) 97924-0106,Brasil,AC,Cruzeiro do Sul,25741640,Loteamento Emanuelly Cunha,1319,Bloco B,Liberdade,03/08/2021,Ativo,Premium,04/12/2024,960.75,Esportes,Sim
192,Edward Watson,565.210.143-10,10.775.788-7,M,11/10/2005,19,edward.watson@bol.com.br,(21) 92094-5036,(31) 98425-2223,Brasil,ES,Vila Velha,44945727,Parque de Freitas,8871,Sala 303,Conjunto Califórnia Ii,06/10/2024,Ativo,Novo,06/08/2024,26169.34,Casa,Sim
193,Deborah Hood,123.906.421-70,92.106.845-8,F,25/06/1974,51,deborah.hood@gmail.com,(11) 91809-3977,,Brasil,DF,Brasília,94610-514,Loteamento Henrique Alves,3038,,Vila Bandeirantes,18/05/2012,Inativo,Premium,17/06/2024,47312.98,Esportes,Não
194,Glenn Parham,652.792.458-50,58.757.035-5,M,23/07/1950,75,glenn.parham@gmail.com,(41) 96931-0952,(81) 95583-0364,Brasil,AP,Santana,31013029,Área Caio Vasconcelos,4473,Bloco B,São Vicente,22/05/2020,Ativo,Premium,01/01/2025,47157.55,Casa,Sim
195,Jeremy Fennel,719.431.899-70,32.006.013-2,M,12/03/1963,62,jeremy.fennel@hotmail.com,(11) 90459-5951,(21) 99943-0104,Brasil,AC,Cruzeiro do Sul,40818-507,Aeroporto de Cunha,9139,Casa 2,Vila São Francisco,17/09/2022,Pendente,Regular,29/07/2025,35266.28,Eletrônicos,Não
196,Stacey Lockridge,096.741.731-70,78.465.418-9,F,27/02/2005,20,stacey.lockridge@yahoo.com.br,(81) 99604-0745,(51) 95465-2605,Brasil,DF,Brasília,27705727,Colônia de Aparecida,6648,Sala 303,Cidade Jardim Taquaril,16/05/2024,Pendente,VIP,17/09/2025,47759.32,Beleza,Não
197,Anthony Lenoir,777.842.037-60,95.820.248-2,M,31/08/1966,59,anthony.lenoir@yahoo.com.br,(11) 93164-2279,(51) 95929-4237,Brasil,DF,Brasília,78056279,Praça de Nogueira,4209,Apto 101,Cruzeiro,28/10/2018,Inativo,Premium,,8823.58,Beleza,Sim
198,Candida Ramos,992.559.660-20,13.402.685-0,F,11/03/2006,19,candida.ramos@hotmail.com,(21) 96528-0669,(21) 94625-1996,Brasil,SE,Aracaju,16116985,Chácara de Farias,4172,Apto 101,Jardim Alvorada,23/12/2024,Inativo,Novo,21/11/2024,26518.17,Casa,Sim
199,Carmen Miller,173.501.730-20,50.508.223-0,F,28/07/1956,69,carmen.miller@outlook.com,(31) 99357-5323,+1-300-277-6818x22116,Brasil,RS,Porto Alegre,42761-352,Vale Correia,9941,Casa 2,Heliopolis,05/01/2008,Pendente,Regular,09/03/2024,14969.25,Esportes,Sim
200,Marlene Brown,583.781.078-10,27.974.283-3,F,09/08/1955,70,marlene.brown@outlook.com,(91) 96484-5458,(21) 98778-2992,Brasil,MS,Dourados,00128596,Estação Vicente da Rosa,7456,Sala 303,Alto Dos Pinheiros,15/09/2024,Pendente,VIP,29/05/2025,2750.19,Beleza,Sim
201,David Dixon,156.386.468-10,67.323.442-1,M,03/05/1999,26,david.dixon@outlook.com,(41) 93567-4437,235.223.8532,Brasil,PR,Londrina,15807645,Ladeira Caroline Vieira,7972,Casa 2,Novo Ouro Preto,28/01/2020,Ativo,Novo,11/04/2025,19289.09,Beleza,Não
202,Ramona Perez,623.630.180-80,93.061.414-1,F,20/06/1990,35,ramona.perez@hotmail.com,(91) 95323-6464,(71) 92560-7031,Brasil,AP,Macapá,51470605,Condomínio de Mendes,1318,,Vila Canto Do Sabiá,08/04/2025,Ativo,Regular,26/04/2025,7555.53,Livros,Sim
203,Tammy Rojas,373.876.280-90,36.930.086-8,F,03/11/2000,24,tammy.rojas@bol.com.br,(31) 99175-9182,(81) 98668-0704,Brasil,AL,Maceió,16860-118,Setor de Araújo,6771,Apto 101,Camponesa 1ª Seção,30/03/2022,Ativo,Regular,,40028.01,Casa,Sim
204,David Chalk,810.601.330-80,04.666.148-2,M,25/04/1950,75,david.chalk@outlook.com,(31) 94149-8658,(61) 94638-5621,Brasil,TO,Araguaína,60695-683,Núcleo Maitê Vargas,2405,Sala 303,Vila Madre Gertrudes 1ª Seção,28/11/1997,Ativo,Novo,23/07/2025,718.01,Livros,Não
205,Mary Aromin,495.883.609-80,71.759.612-8,F,04/09/1951,74,mary.aromin@yahoo.com.br,(41) 96098-5016,(51) 92192-0603,Brasil,PI,Teresina,33018789,Praça Marcela Ribeiro,1785,Sala 303,Vila Madre Gertrudes 3ª Seção,05/05/2021,Inativo,Regular,06/09/2024,32741.31,Roupas,Sim
206,Lillie Wheeler,405.811.418-50,22.710.934-6,F,18/06/1969,56,lillie.wheeler@bol.com.br,(51) 91860-3474,(21) 99315-3986,Brasil,PI,Parnaíba,25524-574,Largo Caldeira,2418,,Conjunto Novo Dom Bosco,07/06/2021,Ativo,Regular,,38261.02,Livros,Não
207,David Valentine,751.208.017-40,96.992.472-2,M,01/02/2000,25,david.valentine@hotmail.com,(51) 98514-9560,(455)713-1918,Brasil,SE,Lagarto,03817-464,Núcleo das Neves,676,Casa 2,Vila São Francisco,10/01/2025,Inativo,Regular,29/12/2024,11697.67,Casa,Não
208,Henry Sietsma,303.850.972-80,14.644.753-2,M,28/01/1978,47,henry.sietsma@yahoo.com.br,(21) 99282-3350,(917)505-7529,Brasil,AC,Rio Branco,75322-096,Condomínio de Ribeiro,396,Sala 303,Jardim Do Vale,06/02/2019,Pendente,Premium,07/12/2023,5896.09,Beleza,Não
209,Jason Thomas,809.537.378-80,98.697.793-6,M,19/03/1997,28,jason.thomas@hotmail.com,(21) 97694-6195,(71) 96341-8094,Brasil,RS,Caxias do Sul,70966961,Rua Vargas,9722,,Jardim Montanhês,09/12/2022,Inativo,Premium,,45002.52,Roupas,Sim
210,Carmen Gant,229.067.959-30,25.398.854-6,M,14/03/1999,26,carmen.gant@hotmail.com,(81) 94931-6516,,Brasil,RN,Parnamirim,60896009,Condomínio Maria Eduarda da Mota,5964,Bloco B,Minaslandia,21/12/2023,Pendente,VIP,19/12/2023,11608.44,Esportes,Não
211,Byron Beach,858.073.415-00,53.902.236-6,M,08/07/1990,35,byron.beach@yahoo.com.br,(91) 98476-2662,(41) 90663-9428,Brasil,RO,Ariquemes,48703-303,Feira Sampaio,4438,Apto 101,Conjunto Jardim Filadélfia,28/06/2021,Pendente,Novo,28/10/2024,29039.65,Livros,Não
212,Donald Hargrave,228.975.459-50,22.510.343-6,M,31/12/1949,75,donald.hargrave@yahoo.com.br,(61) 92166-0582,(91) 94068-9454,Brasil,AP,Santana,88215-676,Ladeira de da Paz,8776,Bloco B,Nova Floresta,14/03/2022,Inativo,Premium,03/01/2024,11706.09,Roupas,Sim
213,Maria Irvine,057.390.712-90,43.945.208-9,F,01/11/1954,70,maria.irvine@hotmail.com,(21) 99859-4695,(91) 94750-2556,Brasil,MG,Belo Horizonte,57386680,Lagoa de Siqueira,3947,Sala 303,São Francisco,26/03/2022,Inativo,VIP,,20804.23,Roupas,Sim
214,Melba Greening,837.756.501-30,59.098.624-4,F,05/01/2007,18,melba.greening@yahoo.com.br,(21) 97039-2007,722.356.9511x878,Brasil,CE,Caucaia,72619-209,Trecho de da Rocha,3075,Apto 101,Vila Aeroporto,31/12/2024,Pendente,VIP,08/05/2024,14923.57,Esportes,Sim
215,James Goodman,612.420.860-10,84.306.999-6,M,16/06/1981,44,james.goodman@gmail.com,(61) 97567-3336,(31) 96238-0661,Brasil,GO,Aparecida de Goiânia,90753702,Parque Campos,1859,Casa 2,Vila Independencia 2ª Seção,15/03/2021,Ativo,Regular,08/06/2024,49640.97,Livros,Não
216,Dale Ledbetter,446.334.402-60,50.544.620-5,M,03/08/1954,71,dale.ledbetter@bol.com.br,(11) 93807-4436,(11) 95781-3192,Brasil,CE,Fortaleza,44897-635,Praia Ana Júlia Freitas,4834,Sala 303,Conjunto Bonsucesso,21/01/2003,Ativo,Novo,27/02/2025,25434.27,Esportes,Não
217,Richard Wolford,142.877.304-50,42.391.615-5,M,14/12/1979,45,richard.wolford@hotmail.com,+1-640-567-5925,661.686.8211x8592,Espanha,,West Linda,40628,Henry Shoals,7640,Casa 2,mouth,13/06/2023,Inativo,Regular,11/08/2024,18141.17,Eletrônicos,Não
218,Brian Mckenzie,565.919.162-20,90.721.942-7,M,24/08/1991,34,brian.mckenzie@bol.com.br,(61) 91760-9081,(31) 94767-7547,Brasil,PI,Parnaíba,52288-481,Distrito Porto,6425,Bloco B,Cidade Jardim,19/10/2024,Pendente,VIP,26/03/2024,540.2,Eletrônicos,Não
219,Paula Fujimoto,141.190.285-80,68.785.944-9,F,19/07/1988,37,paula.fujimoto@yahoo.com.br,(91) 94145-3496,(31) 97916-4603,Brasil,MA,Imperatriz,55030951,Trevo Novaes,828,,Pirineus,02/02/2010,Ativo,VIP,14/08/2024,7567.73,Beleza,Não
220,Virginia Resendez,823.116.459-60,91.557.740-3,F,15/01/1959,66,virginia.resendez@yahoo.com.br,(71) 92260-4679,(41) 95514-9946,Brasil,ES,Vila Velha,28456369,Estrada Duarte,2961,Apto 101,Vila Antena Montanhês,26/10/2022,Ativo,Novo,,22609.21,Esportes,Não
221,Jess Alves,456.969.616-30,44.159.128-6,M,29/05/2003,22,jess.alves@hotmail.com,(81) 92575-7604,237-886-7559x70753,Brasil,DF,Brasília,11171-007,Distrito de Dias,8799,Bloco B,Pilar,23/05/2025,Inativo,Novo,,1969.61,Casa,Não
222,Susan Hollingsworth,803.604.317-30,47.566.762-1,F,24/02/1986,39,susan.hollingsworth@gmail.com,(61) 90571-4789,(41) 97226-2776,Brasil,ES,Vitória,76157426,Vila de Pimenta,4804,Casa 2,Palmares,14/02/2025,Inativo,Premium,08/07/2025,7822.16,Beleza,Sim
223,Frank Michels,121.131.447-20,94.764.622-3,M,05/10/1956,68,frank.michels@yahoo.com.br,(61) 93448-1657,,Brasil,PB,João Pessoa,69259316,Favela Liz da Costa,2730,Casa 2,Tres Marias,10/02/1995,Inativo,Premium,,33566.18,Beleza,Não
224,Maxine Russell,142.125.449-20,06.245.474-5,F,11/10/1950,74,maxine.russell@outlook.com,(71) 96390-4721,(71) 98237-8941,Brasil,RS,Porto Alegre,28282875,Sítio Antony Rios,308,Casa 2,Ribeiro De Abreu,08/09/2023,Inativo,VIP,24/03/2024,33123.51,Livros,Não
225,Geneva Delgado,381.135.846-40,62.831.882-7,F,29/08/1997,28,geneva.delgado@bol.com.br,665.965.7694,617.275.9953x528,Alemanha,,Kaylastad,48345,Erin Mountains,7690,Apto 101,ton,17/12/2021,Pendente,Regular,27/08/2024,36420.04,Roupas,Sim
226,Pamela Perkins,805.451.324-00,58.344.157-2,F,30/05/1955,70,pamela.perkins@hotmail.com,(61) 90171-4716,(41) 97042-3417,Brasil,MG,Belo Horizonte,82197-497,Recanto de Pereira,7697,Sala 303,Boa União 1ª Seção,02/01/2018,Inativo,Novo,09/07/2025,7943.16,Roupas,Sim
227,Hortencia Lewis,405.012.261-80,76.396.275-5,F,04/12/1959,65,hortencia.lewis@gmail.com,(41) 96561-0869,(21) 96552-6380,Brasil,RS,Porto Alegre,43682552,Quadra Sousa,7053,Casa 2,Laranjeiras,10/04/2019,Ativo,Novo,12/08/2024,44210.11,Livros,Sim
228,Rosie Roberts,411.535.091-10,11.572.332-0,F,23/03/1978,47,rosie.roberts@gmail.com,(11) 95848-6859,(41) 92826-8647,Brasil,TO,Gurupi,81202087,Rodovia Cauê da Rocha,921,,Vila Oeste,09/02/2022,Inativo,VIP,02/12/2023,34849.96,Eletrônicos,Não
229,Gary Andrus,864.215.062-90,43.216.790-1,M,07/06/1978,47,gary.andrus@bol.com.br,(51) 91380-7517,(41) 93802-9724,Brasil,SE,Lagarto,99540-832,Ladeira Pietro Silveira,4162,Sala 303,Santo Agostinho,22/05/2009,Ativo,Novo,20/01/2024,41066.88,Esportes,Sim
230,Richard Perault,974.891.911-00,11.701.454-6,M,23/10/1947,77,richard.perault@bol.com.br,(81) 97736-9023,(61) 94142-5801,Brasil,RJ,São Gonçalo,95339117,Rodovia de Duarte,8246,Casa 2,Vila São Paulo,05/02/1994,Ativo,Premium,28/04/2024,28401.19,Casa,Sim
231,Mariette Kittrell,853.031.995-80,58.674.093-5,F,19/10/1963,61,mariette.kittrell@gmail.com,(31) 94087-2531,(71) 96331-9051,Brasil,AP,Macapá,97093696,Praia Nunes,926,Bloco B,Aparecida,08/10/2000,Pendente,VIP,02/07/2024,35901.66,Casa,Não
232,Kathleen Watanabe,935.420.332-90,52.442.466-6,F,05/03/1989,36,kathleen.watanabe@yahoo.com.br,(21) 97535-3756,,Brasil,RS,Caxias do Sul,54263-081,Largo Vargas,3544,Apto 101,Varzea Da Palma,03/01/2023,Pendente,Premium,,6368.79,Livros,Sim
233,Patricia Davis,888.491.881-20,63.297.039-2,F,12/11/1952,72,patricia.davis@hotmail.com,(81) 97930-5821,267-418-5915,Brasil,MS,Dourados,85499810,Loteamento Nicole Melo,1572,Sala 303,Savassi,24/04/2022,Pendente,Regular,28/01/2025,29144.74,Beleza,Não
234,Christine Silva,734.130.876-10,27.109.972-7,F,05/03/1983,42,christine.silva@gmail.com,(61) 96337-1239,(71) 90792-7513,Brasil,AL,Arapiraca,72050-035,Estrada Thomas Ferreira,1186,Bloco B,Alto Barroca,31/08/2022,Inativo,VIP,26/11/2023,16714.24,Roupas,Não
235,Mary Salomon,542.493.857-40,51.076.456-8,F,28/10/1997,27,mary.salomon@bol.com.br,(81) 92667-3462,(41) 96905-8864,Brasil,BA,Salvador,90488-109,Colônia Valentina Azevedo,1859,,São Marcos,08/06/2021,Pendente,Premium,23/03/2024,36143.89,Esportes,Não
236,Edward Stinnett,422.555.980-70,86.623.562-6,M,03/09/1995,30,edward.stinnett@yahoo.com.br,(11) 95761-2366,272-246-3700x80892,Brasil,MS,Dourados,10657-579,Trecho Sá,7926,Casa 2,São João,02/10/2019,Ativo,Novo,,39028.01,Casa,Sim
237,Michael Matthews,413.902.672-30,04.029.685-0,M,31/10/1973,51,michael.matthews@yahoo.com.br,(31) 99584-4541,(41) 97526-9674,Brasil,AC,Rio Branco,82158166,Fazenda de Cardoso,5379,Apto 101,Nova Suíça,13/12/2023,Ativo,VIP,,43951.82,Beleza,Sim
238,Ola Cahal,838.467.074-90,16.894.729-6,F,26/06/1989,36,ola.cahal@bol.com.br,(81) 94049-7533,(21) 98395-8863,Brasil,SP,Campinas,72026025,Passarela Ferreira,3234,,Vila Santo Antônio Barroquinha,13/04/2025,Ativo,Novo,18/08/2025,44735.48,Casa,Não
239,Sara Mitchell,229.345.155-00,05.407.925-1,F,27/05/2003,22,sara.mitchell@hotmail.com,(61) 93244-3594,(91) 91090-6442,Brasil,RN,Mossoró,44721573,Esplanada Montenegro,549,Sala 303,Padre Eustáquio,24/06/2024,Inativo,Novo,11/05/2025,31510.29,Eletrônicos,Não
240,Noe Clowes,088.294.486-00,66.108.393-3,M,26/07/1989,36,noe.clowes@outlook.com,(21) 92038-3452,(41) 90538-6584,Brasil,MG,Contagem,49580-609,Vila Mendonça,9573,Casa 2,Cidade Jardim,26/07/2022,Pendente,Premium,10/06/2025,7757.19,Livros,Sim
241,Ronald Mazurek,181.966.703-00,81.013.480-9,M,09/07/2007,18,ronald.mazurek@outlook.com,(61) 92486-8039,001-796-680-8183,Brasil,MT,Várzea Grande,80586-173,Loteamento Lara Rios,647,Bloco B,Apolonia,04/07/2025,Inativo,Regular,10/04/2024,2542.53,Livros,Não
242,Vera Davis,239.653.725-30,96.201.039-9,F,30/01/1979,46,vera.davis@gmail.com,001-380-634-8020x5649,353-233-4695x9844,Argentina,OK,Melissaview,45044,Baker Landing,4391,Sala 303,haven,15/10/2015,Ativo,Novo,23/08/2025,22402.85,Eletrônicos,Sim
243,Christoper Alvarez,077.109.712-30,42.987.597-0,M,18/01/1961,64,christoper.alvarez@gmail.com,(21) 96621-6648,(21) 99177-1269,Brasil,BA,Salvador,13605-870,Favela de Cavalcanti,3929,Sala 303,Buraco Quente,06/01/2022,Ativo,Regular,24/09/2024,17561.57,Roupas,Sim
244,Laurence Hairston,995.279.293-00,83.203.109-8,M,27/03/1975,50,laurence.hairston@hotmail.com,(51) 91357-6068,(61) 97920-6431,Brasil,ES,Cariacica,06605-587,Condomínio Vargas,6683,Apto 101,Dom Bosco,06/12/2019,Ativo,VIP,20/01/2025,10344.5,Eletrônicos,Sim
245,Raymond Ford,971.768.950-40,96.722.687-8,M,16/01/1978,47,raymond.ford@yahoo.com.br,(21) 99122-5146,(91) 90386-7210,Brasil,ES,Cariacica,12787-920,Fazenda Moreira,7457,Sala 303,Caiçara - Adelaide,21/12/2015,Inativo,Regular,09/10/2023,24579.46,Roupas,Sim
246,Rosa Peveler,208.001.521-40,34.317.127-8,F,24/11/2003,21,rosa.peveler@bol.com.br,(31) 97807-2794,(41) 97478-7305,Brasil,TO,Palmas,60955-538,Praia Luigi Oliveira,4762,,Zilah Sposito,20/11/2023,Pendente,Regular,31/12/2023,29045.26,Esportes,Sim
247,Thomas Velez,469.347.622-60,66.713.219-3,M,25/12/1978,46,thomas.velez@yahoo.com.br,(91) 95416-4410,(51) 99807-2196,Brasil,RR,Rorainópolis,55218351,Campo Farias,1513,Apto 101,Lagoinha Leblon,24/11/2000,Inativo,VIP,,2535.44,Beleza,Não
248,Sally Whelpley,909.836.201-00,27.358.217-0,F,18/10/1982,42,sally.whelpley@bol.com.br,(41) 98286-0779,001-421-913-4125x634,Brasil,GO,Goiânia,47709-854,Estação Lívia Castro,8636,Sala 303,Vila Paris,03/03/2020,Ativo,Novo,24/04/2025,33901.53,Esportes,Sim
249,Cornelia Bertholf,374.458.829-70,99.120.616-5,F,28/04/1958,67,cornelia.bertholf@gmail.com,(11) 98630-1186,(81) 97883-2906,Brasil,AL,Rio Largo,83750221,Ladeira de Caldeira,4312,Casa 2,Maria Helena,05/06/2017,Inativo,VIP,16/03/2025,49526.74,Roupas,Sim
250,Greg Rosas,005.536.903-00,98.712.091-0,M,13/08/1990,35,greg.rosas@gmail.com,(21) 97909-4964,200-562-5368x419,Brasil,RR,Caracaraí,08450-881,Campo Maitê Vieira,267,Casa 2,Ipiranga,15/02/2022,Ativo,Premium,04/01/2025,9894.44,Livros,Não
251,Jimmy Eger,150.477.033-10,12.759.430-7,M,01/03/1983,42,jimmy.eger@yahoo.com.br,(41) 90412-6069,(81) 94392-3219,Brasil,AP,Macapá,24968277,Travessa Bianca Freitas,611,,Vila Real 2ª Seção,02/05/2021,Inativo,Regular,21/08/2024,3968.45,Roupas,Não
252,Whitney Ashe,448.043.626-00,95.533.383-8,F,23/03/1976,49,whitney.ashe@hotmail.com,(61) 97235-9356,+1-918-314-3609x2817,Brasil,AC,Sena Madureira,91827-116,Favela Ramos,6397,Sala 303,Ápia,31/08/2017,Pendente,Regular,22/10/2024,1034.34,Eletrônicos,Sim
253,Michelle Samaroo,546.135.274-00,30.161.908-4,F,13/08/1995,30,michelle.samaroo@hotmail.com,(11) 93035-8652,(11) 95229-8669,Brasil,AM,Manaus,04579701,Ladeira Isabelly Fogaça,7069,,Vila Engenho Nogueira,27/10/2021,Pendente,Regular,27/07/2024,45505.9,Roupas,Sim
254,Ricardo Casey,855.155.255-40,85.668.734-6,M,05/01/1978,47,ricardo.casey@gmail.com,(61) 98049-4549,(41) 92359-7411,Brasil,TO,Gurupi,28807290,Parque Alves,5653,Apto 101,Santa Rosa,11/12/2010,Ativo,Premium,18/07/2025,31307.79,Esportes,Não
255,Patrick Valdez,213.243.632-00,45.806.956-6,M,25/07/1984,41,patrick.valdez@outlook.com,(61) 95053-6152,(31) 91973-6936,Brasil,AM,Parintins,88186-925,Lagoa Pacheco,9280,Apto 101,Dom Joaquim,15/07/2025,Inativo,VIP,,8053.72,Roupas,Sim
256,Quentin Savoy,588.479.147-00,74.640.256-6,M,10/04/2006,19,quentin.savoy@bol.com.br,(91) 90889-0664,(81) 92120-4046,Brasil,CE,Caucaia,35379208,Área Silveira,4861,Bloco B,Marmiteiros,05/04/2025,Ativo,Regular,19/10/2024,47108.73,Esportes,Não
257,Amy Hall,621.790.466-70,09.988.918-6,F,25/11/1983,41,amy.hall@outlook.com,(11) 99729-5285,7566409145,Brasil,PR,Curitiba,62364-590,Largo Danilo Dias,7451,Bloco B,Xangri-Lá,21/03/2021,Inativo,VIP,22/07/2025,30784.65,Eletrônicos,Não
258,Gloria Yashinski,524.921.667-60,83.311.924-7,F,15/05/1946,79,gloria.yashinski@outlook.com,(21) 98855-6488,(71) 94069-0066,Brasil,RO,Porto Velho,98237525,Distrito de Macedo,2731,,Cônego Pinheiro 1ª Seção,19/01/2025,Ativo,Novo,20/05/2024,30337.78,Livros,Sim
259,Reva Sternberg,725.144.221-30,14.880.718-5,F,02/04/1948,77,reva.sternberg@outlook.com,(61) 95207-8799,(31) 97484-5401,Brasil,GO,Anápolis,57223-414,Favela de Vasconcelos,1474,Sala 303,Conjunto Novo Dom Bosco,16/07/2022,Pendente,Premium,28/03/2024,9204.0,Beleza,Não
260,Richard Lemay,417.769.226-30,94.165.045-3,M,09/09/1986,39,richard.lemay@hotmail.com,(71) 95418-1669,(11) 98183-5618,Brasil,SE,Lagarto,39882513,Praia Sousa,5744,,Piraja,15/12/2023,Pendente,Novo,21/12/2024,27790.22,Beleza,Não
261,Lindsey Marta,419.240.467-20,44.305.927-2,F,26/05/1972,53,lindsey.marta@bol.com.br,(11) 94602-2704,(21) 98067-7454,Brasil,PI,Picos,35236-792,Colônia de Moraes,5137,Sala 303,Olaria,13/11/2009,Ativo,Regular,26/12/2023,5964.45,Eletrônicos,Não
262,Troy Berry,256.719.803-20,94.575.948-8,M,25/01/1979,46,troy.berry@bol.com.br,(41) 97096-5407,(21) 93889-1527,Brasil,RS,Caxias do Sul,38515279,Feira Otto Ramos,1734,Casa 2,Itapoa,13/01/2025,Ativo,Regular,23/12/2024,40721.57,Beleza,Sim
263,Grace Knott,634.926.671-40,86.493.042-4,F,22/01/1955,70,grace.knott@hotmail.com,(81) 91472-5541,001-261-611-7693,Brasil,PA,Belém,90184-492,Colônia Sara Pereira,4901,Apto 101,Santa Rita De Cássia,25/12/2006,Ativo,Premium,20/06/2024,37341.74,Beleza,Sim
264,Mildred Magno,201.946.458-60,29.712.686-2,F,12/03/1956,69,mildred.magno@outlook.com,(31) 97710-5186,(51) 90154-1292,Brasil,RR,Boa Vista,14835340,Aeroporto de Sampaio,4829,,Vila Ouro Minas,08/01/1986,Inativo,Regular,05/05/2024,11893.76,Esportes,Sim
265,Brian Silverberg,504.862.640-00,35.667.300-9,M,11/04/1970,55,brian.silverberg@outlook.com,(51) 95077-1575,(31) 94532-5152,Brasil,PI,Picos,08637386,Feira Cirino,9601,Bloco B,Vila Nova Paraíso,10/05/2000,Ativo,Regular,28/09/2023,27162.25,Esportes,Não
266,Melissa Rodriguez,865.559.659-00,43.236.451-9,F,04/12/2002,22,melissa.rodriguez@bol.com.br,(61) 90173-5115,(41) 92480-8624,Brasil,TO,Araguaína,60814-819,Travessa de Sá,5319,Casa 2,Monsenhor Messias,28/11/2024,Ativo,Novo,20/10/2024,44060.94,Casa,Não
267,Wendy King,479.283.009-50,64.273.536-9,F,15/12/2003,21,wendy.king@bol.com.br,001-382-965-1915x072,,Espanha,,East Lisa,92706,Wu Field,9054,,mouth,09/12/2024,Ativo,Premium,22/06/2024,19896.7,Livros,Não
268,James Figaro,596.230.798-40,24.084.752-7,M,27/04/1961,64,james.figaro@yahoo.com.br,(21) 96170-2707,(31) 96781-4932,Brasil,TO,Gurupi,33897-787,Campo Rocha,8201,,Coqueiros,17/05/2023,Ativo,Regular,,16367.46,Livros,Sim
269,Ricardo Martin,026.083.180-80,25.161.012-7,M,10/04/1955,70,ricardo.martin@bol.com.br,(81) 91508-4461,310-550-3307x53677,Brasil,AP,Laranjal do Jari,16230-333,Largo Alves,221,Apto 101,Unidas,21/09/2017,Pendente,Novo,19/03/2025,26086.58,Casa,Não
270,Valeria Edson,394.651.895-80,26.571.668-9,F,23/03/1990,35,valeria.edson@outlook.com,(71) 96035-5577,(71) 97396-7002,Brasil,RO,Porto Velho,72682-189,Lagoa Danilo Vieira,1878,,Vila Paraíso,29/11/2016,Inativo,Regular,,43419.59,Roupas,Não
